PONo,PODate,PRNo,VendorCode,VendorName,Vertical,ItemCode,ItemDescription,OrderedQty,UOM,UnitPrice,TotalAmount,Currency,PromisedDeliveryDate,PaymentTerms,ApprovedBy,Status,DeptCode,ProjectCode
PO-40469,2026-04-09,PR-30547,V-1009,Orient Electric,Electrical,I-5005,Modular Switch 6A,21,Nos,65.21,1369.33,INR,2026-04-12,Net 15,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40470,2026-03-30,PR-30549,V-1009,Orient Electric,Electrical,I-5010,MCCB 200A,6,Nos,8212.76,49276.53,INR,2026-04-03,Net 15,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40471,2025-09-11,PR-30550,V-1051,Supreme Industries,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,24,Nos,52.25,1253.96,INR,2025-09-28,Net 30,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40472,2026-04-28,PR-30551,V-1004,V-Guard Industries,Electrical,I-5002,MCB 32A Single Pole,25,Nos,145.44,3635.93,INR,2026-05-10,Advance 20% + Net 30,David Seshadri,Open,DEP-03,PRJ-103
PO-40473,2026-07-18,PR-30552,V-1006,Legrand India,Electrical,I-5011,Cable Gland Brass 25mm,12,Nos,62.1,745.24,INR,2026-07-28,Net 45,Januja Pradhan,Open,DEP-04,PRJ-104
PO-40474,2026-04-03,PR-30553,V-1058,Kajaria Ceramics,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,8,Nos,1860.58,14884.62,INR,2026-04-14,Net 60,Balveer Kota,Partially Delivered,DEP-03,PRJ-103
PO-40475,2026-06-26,PR-30554,V-1020,UltraTech Cement,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,23,Ton,805.63,18529.41,INR,2026-07-12,Net 30,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40476,2026-07-24,PR-30555,V-1042,Luminous Power Technologies,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,25,Nos,121913.93,3047848.14,INR,2026-08-02,Advance 20% + Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40477,2025-11-08,PR-30556,V-1033,Vikram Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,28,Nos,11785.15,329984.21,INR,2025-11-17,Advance 20% + Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40478,2026-03-24,PR-30559,V-1051,Supreme Industries,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,24,Nos,320.79,7698.88,INR,2026-04-09,Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40479,2026-05-12,PR-30560,V-1051,Supreme Industries,Plumbing Materials,I-5055,Sanitaryware Wash Basin,16,Nos,2352.24,37635.83,INR,2026-05-15,Net 30,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40480,2026-01-21,PR-30561,V-1017,Hettich India,Carpentry,I-5014,MDF Board 12mm (8x4 ft),20,Sheet,1554.57,31091.43,INR,2026-02-06,Net 45,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40481,2026-02-11,PR-30562,V-1004,V-Guard Industries,Electrical,I-5009,Contactor 40A 3 Pole,20,Nos,1370.52,27410.43,INR,2026-02-17,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40482,2026-07-03,PR-30563,V-1050,Astral Pipes,Plumbing Materials,I-5054,Water Tank 1000L HDPE,30,Nos,6981.6,209447.87,INR,2026-07-11,Net 60,Reva Viswanathan,Partially Delivered,DEP-01,PRJ-101
PO-40483,2025-09-09,PR-30564,V-1008,KEI Industries,Electrical,I-5011,Cable Gland Brass 25mm,94,Nos,48.0,4511.62,INR,2025-09-24,Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40484,2026-02-14,PR-30565,V-1024,JK Cement,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,28,Ton,56149.03,1572172.97,INR,2026-02-20,Advance 20% + Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40485,2026-01-29,PR-30566,V-1050,Astral Pipes,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,19,Nos,1749.14,33233.7,INR,2026-02-01,Net 60,David Seshadri,Closed,DEP-05,PRJ-105
PO-40486,2026-07-15,PR-30567,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5049,Deep Cycle Battery 200Ah,19,Nos,22246.47,422683.01,INR,2026-07-21,Net 30,David Seshadri,Closed,DEP-05,PRJ-105
PO-40487,2026-01-18,PR-30570,V-1032,Adani Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,17,Nos,5725.72,97337.24,INR,2026-02-03,Net 60,David Seshadri,Closed,DEP-06,PRJ-106
PO-40488,2026-01-16,PR-30571,V-1023,Shree Cement,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,40,Ton,58350.1,2334004.08,INR,2026-01-21,Net 45,David Seshadri,Cancelled,DEP-06,PRJ-106
PO-40489,2026-05-03,PR-30572,V-1008,KEI Industries,Electrical,I-5003,Distribution Board 8-Way,15,Nos,1349.29,20239.36,INR,2026-05-15,Net 30,Hemal Chad,Open,DEP-02,PRJ-102
PO-40490,2025-12-19,PR-30573,V-1059,Roto Pumps,Plumbing Materials,I-5058,Submersible Pump 1HP,28,Nos,7792.37,218186.25,INR,2025-12-26,Advance 20% + Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40491,2025-11-04,PR-30574,V-1028,Birla Corporation,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),32,Drum,8869.51,283824.44,INR,2025-11-08,Net 60,Balveer Kota,Closed,DEP-05,PRJ-105
PO-40492,2026-05-31,PR-30575,V-1001,Polycab India,Electrical,I-5004,LED Flood Light 100W,12,Nos,1966.16,23593.97,INR,2026-06-06,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40493,2026-01-22,PR-30576,V-1029,L&T Construction Materials,Road Construction Materials,I-5025,River Sand (fine aggregate),13,Ton,1295.89,16846.61,INR,2026-01-25,Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40494,2026-06-27,PR-30579,V-1039,Loom Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,21,Set,888.52,18658.91,INR,2026-07-07,Advance 20% + Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40495,2026-08-09,PR-30580,V-1045,HBL Power Systems,Batteries,I-5046,Battery Rack 4-Tier MS,11,Nos,3295.85,36254.31,INR,2026-08-27,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40496,2026-04-13,PR-30581,V-1004,V-Guard Industries,Electrical,I-5009,Contactor 40A 3 Pole,18,Nos,1495.67,26922.05,INR,2026-04-30,Advance 20% + Net 30,Januja Pradhan,Cancelled,DEP-04,PRJ-104
PO-40497,2026-02-18,PR-30582,V-1015,Action Tesa,Carpentry,I-5017,Door Lock Mortise Set,12,Set,905.15,10861.86,INR,2026-02-24,Net 30,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40498,2025-10-09,PR-30584,V-1027,JSW Steel,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),31,Drum,8330.67,258250.65,INR,2025-10-12,Advance 20% + Net 30,David Seshadri,Closed,DEP-02,PRJ-102
PO-40499,2026-05-05,PR-30586,V-1011,Greenply Industries,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),21,Sheet,3415.27,71720.65,INR,2026-05-17,Net 60,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40500,2026-06-17,PR-30587,V-1012,Kitply Industries,Carpentry,I-5018,Wood Screws 2 inch (box of 100),22,Box,183.58,4038.69,INR,2026-07-03,Net 15,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40501,2026-07-14,PR-30589,V-1009,Orient Electric,Electrical,I-5002,MCB 32A Single Pole,9,Nos,162.7,1464.27,INR,2026-07-18,Net 15,Reva Viswanathan,Open,DEP-04,PRJ-104
PO-40502,2026-08-04,PR-30590,V-1005,Crompton Greaves Consumer,Electrical,I-5004,LED Flood Light 100W,28,Nos,2095.91,58685.59,INR,2026-08-10,Advance 20% + Net 30,Januja Pradhan,Open,DEP-01,PRJ-101
PO-40503,2026-07-26,PR-30591,V-1009,Orient Electric,Electrical,I-5010,MCCB 200A,13,Nos,9432.36,122620.71,INR,2026-08-01,Net 15,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40504,2025-11-07,PR-30592,V-1029,L&T Construction Materials,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),17,Bag,336.77,5725.05,INR,2025-11-13,Net 30,David Seshadri,Closed,DEP-05,PRJ-105
PO-40505,2026-02-02,PR-30593,V-1016,Merino Laminates,Carpentry,I-5019,Veneer Sheet Teak (8x4 ft),36,Sheet,3834.75,138051.03,INR,2026-02-19,Net 15,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40506,2026-03-25,PR-30596,V-1015,Action Tesa,Carpentry,I-5020,PVC Edge Banding Tape (100m roll),13,Roll,644.63,8380.2,INR,2026-04-01,Net 30,Balveer Kota,Closed,DEP-05,PRJ-105
PO-40507,2026-08-09,PR-30597,V-1039,Loom Solar,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),20,Nos,3130.12,62602.37,INR,2026-08-14,Advance 20% + Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40508,2025-10-09,PR-30599,V-1045,HBL Power Systems,Batteries,I-5048,Battery Monitoring System (BMS module),19,Nos,3567.32,67779.11,INR,2025-10-12,Net 45,Balveer Kota,Partially Delivered,DEP-04,PRJ-104
PO-40509,2025-12-27,PR-30600,V-1020,UltraTech Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),45,Drum,8431.58,379421.03,INR,2026-01-05,Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40510,2025-12-10,PR-30601,V-1048,Base Corporation,Batteries,I-5049,Deep Cycle Battery 200Ah,12,Nos,20124.11,241489.36,INR,2025-12-15,Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40511,2026-06-07,PR-30602,V-1015,Action Tesa,Carpentry,I-5021,Adhesive Fevicol SH (5kg),14,Can,1161.28,16257.9,INR,2026-06-15,Net 30,David Seshadri,Cancelled,DEP-04,PRJ-104
PO-40512,2026-07-16,PR-30603,V-1039,Loom Solar,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),18,Nos,3321.1,59779.8,INR,2026-07-27,Advance 20% + Net 30,David Seshadri,Closed,DEP-05,PRJ-105
PO-40513,2026-08-11,PR-30604,V-1040,Exide Industries,Batteries,I-5047,Battery Interconnect Cable Set,21,Set,684.26,14369.44,INR,2026-08-16,Net 45,Januja Pradhan,Partially Delivered,DEP-05,PRJ-105
PO-40514,2026-04-11,PR-30605,V-1030,Tata Power Solar,Solar Panels,I-5037,MC4 Connector Pair,18,Pair,86.18,1551.17,INR,2026-04-20,Net 60,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40515,2026-04-12,PR-30606,V-1005,Crompton Greaves Consumer,Electrical,I-5011,Cable Gland Brass 25mm,15,Nos,59.38,890.77,INR,2026-04-21,Advance 20% + Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40516,2026-01-09,PR-30607,V-1035,Premier Energies,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,27,Nos,11139.17,300757.47,INR,2026-01-19,Net 15,Hemal Chad,Cancelled,DEP-05,PRJ-105
PO-40517,2026-08-09,PR-30608,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,37,Ton,62679.02,2319123.64,INR,2026-08-26,Net 60,Balveer Kota,Open,DEP-05,PRJ-105
PO-40518,2026-02-26,PR-30609,V-1032,Adani Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,48,Nos,11574.28,555565.23,INR,2026-03-08,Net 60,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40519,2025-09-15,PR-30610,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,11,Nos,102563.47,1128198.19,INR,2025-09-26,Net 30,Reva Viswanathan,Partially Delivered,DEP-06,PRJ-106
PO-40520,2025-09-19,PR-30611,V-1040,Exide Industries,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,19,Nos,9103.52,172966.82,INR,2025-10-09,Net 45,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40521,2025-10-18,PR-30613,V-1014,Duro Ply India,Carpentry,I-5016,Drawer Channel 18 inch Telescopic,10,Pair,340.52,3405.19,INR,2025-10-29,Net 30,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40522,2025-09-10,PR-30614,V-1020,UltraTech Cement,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,1,Ton,49975.68,49975.68,INR,2025-09-15,Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40523,2026-05-20,PR-30616,V-1034,Goldi Solar,Solar Panels,I-5034,String Inverter 50kW,21,Nos,356579.79,7488175.64,INR,2026-05-23,Advance 20% + Net 30,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40524,2025-12-18,PR-30617,V-1036,Emmvee Solar,Solar Panels,I-5035,Module Mounting Structure (per kW),13,kW Set,4132.09,53717.17,INR,2025-12-25,Net 45,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40525,2026-03-09,PR-30618,V-1033,Vikram Solar,Solar Panels,I-5034,String Inverter 50kW,31,Nos,348401.73,10800453.58,INR,2026-03-28,Advance 20% + Net 30,Januja Pradhan,Open,DEP-03,PRJ-103
PO-40526,2026-06-08,PR-30620,V-1038,Websol Energy System,Solar Panels,I-5038,Combiner Box 6 in 1 out,7,Nos,6481.97,45373.78,INR,2026-06-25,Net 45,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40527,2026-01-05,PR-30621,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,8,Nos,110665.71,885325.67,INR,2026-01-23,Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40528,2026-07-09,PR-30622,V-1038,Websol Energy System,Solar Panels,I-5034,String Inverter 50kW,18,Nos,386250.74,6952513.33,INR,2026-07-30,Net 45,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40529,2026-06-16,PR-30625,V-1009,Orient Electric,Electrical,I-5011,Cable Gland Brass 25mm,6,Nos,59.71,358.27,INR,2026-06-20,Net 15,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40530,2026-07-02,PR-30626,V-1037,RenewSys India,Solar Panels,I-5034,String Inverter 50kW,9,Nos,400642.94,3605786.44,INR,2026-07-15,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40531,2026-06-28,PR-30627,V-1032,Adani Solar,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),10,Nos,3025.26,30252.62,INR,2026-07-02,Net 60,Hemal Chad,Partially Delivered,DEP-05,PRJ-105
PO-40532,2026-01-23,PR-30628,V-1040,Exide Industries,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,48,Nos,8517.36,408833.19,INR,2026-02-12,Net 45,David Seshadri,Open,DEP-05,PRJ-105
PO-40533,2026-02-03,PR-30629,V-1031,Waaree Energies,Solar Panels,I-5039,Earthing Kit for Module Structure,18,Set,800.79,14414.26,INR,2026-02-14,Net 30,David Seshadri,Open,DEP-04,PRJ-104
PO-40534,2026-04-27,PR-30630,V-1030,Tata Power Solar,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),18,Coil,3190.09,57421.69,INR,2026-05-03,Net 60,Januja Pradhan,Partially Delivered,DEP-02,PRJ-102
PO-40535,2026-01-29,PR-30631,V-1040,Exide Industries,Batteries,I-5049,Deep Cycle Battery 200Ah,30,Nos,20687.49,620624.72,INR,2026-02-03,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40536,2026-05-08,PR-30632,V-1017,Hettich India,Carpentry,I-5017,Door Lock Mortise Set,19,Set,1003.35,19063.72,INR,2026-05-23,Net 45,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40537,2026-02-17,PR-30633,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,65,Ton,55549.29,3610703.91,INR,2026-02-24,Net 60,Reva Viswanathan,Open,DEP-03,PRJ-103
PO-40538,2025-10-06,PR-30634,V-1037,RenewSys India,Solar Panels,I-5038,Combiner Box 6 in 1 out,19,Nos,5686.89,108050.84,INR,2025-10-21,Net 45,David Seshadri,Closed,DEP-03,PRJ-103
PO-40539,2026-06-07,PR-30635,V-1012,Kitply Industries,Carpentry,I-5014,MDF Board 12mm (8x4 ft),20,Sheet,1717.84,34356.9,INR,2026-06-27,Net 15,David Seshadri,Closed,DEP-04,PRJ-104
PO-40540,2026-05-29,PR-30636,V-1003,Anchor by Panasonic,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,8,Mtr,431.16,3449.29,INR,2026-06-06,Net 15,Balveer Kota,Partially Delivered,DEP-05,PRJ-105
PO-40541,2025-09-24,PR-30637,V-1044,Okaya Power,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,21,Nos,8639.82,181436.31,INR,2025-09-29,Net 15,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40542,2026-07-09,PR-30638,V-1047,Panasonic Energy India,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,28,Nos,9407.49,263409.76,INR,2026-07-15,Net 15,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40543,2026-05-21,PR-30639,V-1011,Greenply Industries,Carpentry,I-5020,PVC Edge Banding Tape (100m roll),46,Roll,676.34,31111.86,INR,2026-05-31,Net 60,David Seshadri,Closed,DEP-04,PRJ-104
PO-40544,2025-10-17,PR-30640,V-1001,Polycab India,Electrical,I-5010,MCCB 200A,26,Nos,7069.88,183816.96,INR,2025-11-01,Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40545,2025-09-20,PR-30641,V-1043,Su-Kam Power Systems,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,29,Nos,14275.53,413990.27,INR,2025-10-08,Net 15,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40546,2025-10-25,PR-30642,V-1051,Supreme Industries,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),15,Pcs,298.89,4483.37,INR,2025-11-03,Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40547,2026-03-30,PR-30643,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5056,Concealed Cistern with Frame,20,Set,8479.62,169592.48,INR,2026-04-12,Net 15,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40548,2026-01-13,PR-30644,V-1022,Ambuja Cements,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),13,Roll,4723.71,61408.22,INR,2026-02-01,Net 15,Reva Viswanathan,Open,DEP-06,PRJ-106
PO-40549,2026-06-08,PR-30645,V-1015,Action Tesa,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),23,Sheet,1220.69,28075.76,INR,2026-06-18,Net 30,David Seshadri,Closed,DEP-02,PRJ-102
PO-40550,2026-06-06,PR-30646,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5058,Submersible Pump 1HP,37,Nos,9690.54,358549.84,INR,2026-06-17,Net 15,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40551,2025-12-18,PR-30647,V-1059,Roto Pumps,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,44,Nos,1705.84,75057.16,INR,2025-12-25,Advance 20% + Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40552,2025-11-06,PR-30648,V-1024,JK Cement,Road Construction Materials,I-5030,Kerb Stone Precast,10,Nos,189.33,1893.34,INR,2025-11-19,Advance 20% + Net 30,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40553,2026-01-09,PR-30649,V-1035,Premier Energies,Solar Panels,I-5039,Earthing Kit for Module Structure,7,Set,737.7,5163.88,INR,2026-01-23,Net 15,Hemal Chad,Open,DEP-04,PRJ-104
PO-40554,2025-12-12,PR-30650,V-1028,Birla Corporation,Road Construction Materials,I-5030,Kerb Stone Precast,22,Nos,202.72,4459.9,INR,2025-12-23,Net 60,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40555,2026-07-15,PR-30651,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5049,Deep Cycle Battery 200Ah,45,Nos,21957.95,988107.87,INR,2026-07-29,Net 30,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40556,2025-10-25,PR-30652,V-1035,Premier Energies,Solar Panels,I-5037,MC4 Connector Pair,21,Pair,87.16,1830.45,INR,2025-11-02,Net 15,Januja Pradhan,Partially Delivered,DEP-06,PRJ-106
PO-40557,2026-05-18,PR-30653,V-1018,Ebco Private Ltd,Carpentry,I-5015,Hinges SS 4 inch,21,Pair,83.1,1745.14,INR,2026-05-24,Net 45,Januja Pradhan,Closed,DEP-01,PRJ-101
PO-40558,2026-07-24,PR-30654,V-1011,Greenply Industries,Carpentry,I-5021,Adhesive Fevicol SH (5kg),27,Can,1183.38,31951.23,INR,2026-08-05,Net 60,Hemal Chad,Partially Delivered,DEP-01,PRJ-101
PO-40559,2026-01-22,PR-30655,V-1017,Hettich India,Carpentry,I-5015,Hinges SS 4 inch,11,Pair,75.87,834.6,INR,2026-02-12,Net 45,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40560,2026-02-28,PR-30656,V-1038,Websol Energy System,Solar Panels,I-5038,Combiner Box 6 in 1 out,24,Nos,6299.05,151177.29,INR,2026-03-11,Net 45,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40561,2026-06-29,PR-30657,V-1021,ACC Limited,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,13,Ton,54892.52,713602.82,INR,2026-07-02,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40562,2026-04-19,PR-30658,V-1033,Vikram Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,9,Nos,12262.86,110365.77,INR,2026-05-03,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40563,2026-07-06,PR-30659,V-1048,Base Corporation,Batteries,I-5048,Battery Monitoring System (BMS module),10,Nos,4412.8,44128.04,INR,2026-07-27,Net 30,Hemal Chad,Open,DEP-04,PRJ-104
PO-40564,2026-02-27,PR-30660,V-1042,Luminous Power Technologies,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,15,Nos,14855.01,222825.18,INR,2026-03-11,Advance 20% + Net 30,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40565,2026-02-26,PR-30661,V-1006,Legrand India,Electrical,I-5002,MCB 32A Single Pole,6,Nos,146.44,878.67,INR,2026-03-08,Net 45,David Seshadri,Open,DEP-03,PRJ-103
PO-40566,2026-03-02,PR-30662,V-1023,Shree Cement,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,12,Ton,55505.72,666068.62,INR,2026-03-16,Net 45,David Seshadri,Closed,DEP-05,PRJ-105
PO-40567,2025-10-21,PR-30663,V-1017,Hettich India,Carpentry,I-5018,Wood Screws 2 inch (box of 100),22,Box,151.82,3340.05,INR,2025-11-01,Net 45,Reva Viswanathan,Cancelled,DEP-01,PRJ-101
PO-40568,2026-05-29,PR-30664,V-1006,Legrand India,Electrical,I-5010,MCCB 200A,31,Nos,8069.68,250160.21,INR,2026-06-06,Net 45,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40569,2026-07-27,PR-30665,V-1027,JSW Steel,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),33,Drum,9343.13,308323.16,INR,2026-08-16,Advance 20% + Net 30,David Seshadri,Cancelled,DEP-01,PRJ-101
PO-40570,2026-03-22,PR-30666,V-1053,Prince Pipes,Plumbing Materials,I-5058,Submersible Pump 1HP,58,Nos,8779.14,509189.88,INR,2026-04-08,Net 15,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40571,2025-09-14,PR-30667,V-1024,JK Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),37,Drum,8648.47,319993.51,INR,2025-09-20,Advance 20% + Net 30,David Seshadri,Closed,DEP-03,PRJ-103
PO-40572,2025-09-27,PR-30669,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5049,Deep Cycle Battery 200Ah,28,Nos,19586.26,548415.31,INR,2025-10-16,Net 30,David Seshadri,Cancelled,DEP-06,PRJ-106
PO-40573,2026-04-11,PR-30670,V-1051,Supreme Industries,Plumbing Materials,I-5054,Water Tank 1000L HDPE,15,Nos,6802.82,102042.29,INR,2026-04-17,Net 30,Januja Pradhan,Open,DEP-03,PRJ-103
PO-40574,2025-12-23,PR-30671,V-1020,UltraTech Cement,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,35,Ton,53406.95,1869243.09,INR,2026-01-07,Net 30,Balveer Kota,Partially Delivered,DEP-01,PRJ-101
PO-40575,2026-07-03,PR-30672,V-1030,Tata Power Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,31,Set,915.18,28370.57,INR,2026-07-16,Net 60,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40576,2026-06-05,PR-30674,V-1002,Finolex Cables,Electrical,I-5011,Cable Gland Brass 25mm,34,Nos,58.71,1995.98,INR,2026-06-26,Advance 20% + Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40577,2026-06-07,PR-30675,V-1051,Supreme Industries,Plumbing Materials,I-5056,Concealed Cistern with Frame,20,Set,8337.06,166741.29,INR,2026-06-19,Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40578,2026-02-17,PR-30676,V-1055,CERA Sanitaryware,Plumbing Materials,I-5054,Water Tank 1000L HDPE,2,Nos,6467.21,12934.42,INR,2026-03-09,Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40579,2026-06-01,PR-30677,V-1026,Tata Steel,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),11,Bag,364.39,4008.29,INR,2026-06-17,Net 60,David Seshadri,Closed,DEP-02,PRJ-102
PO-40580,2026-02-20,PR-30678,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5022,OPC 53 Grade Cement (50kg bag),31,Bag,337.34,10457.54,INR,2026-03-07,Net 60,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40581,2025-11-11,PR-30679,V-1059,Roto Pumps,Plumbing Materials,I-5055,Sanitaryware Wash Basin,15,Nos,2064.49,30967.3,INR,2025-11-21,Advance 20% + Net 30,Reva Viswanathan,Open,DEP-06,PRJ-106
PO-40582,2025-09-21,PR-30680,V-1051,Supreme Industries,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),7,Pcs,970.51,6793.55,INR,2025-10-02,Net 30,Januja Pradhan,Partially Delivered,DEP-06,PRJ-106
PO-40583,2025-09-25,PR-30681,V-1001,Polycab India,Electrical,I-5006,Cable Tray 300mm (2m length),19,Nos,802.39,15245.39,INR,2025-10-02,Net 30,Januja Pradhan,Partially Delivered,DEP-06,PRJ-106
PO-40584,2026-07-28,PR-30682,V-1015,Action Tesa,Carpentry,I-5017,Door Lock Mortise Set,9,Set,1030.32,9272.84,INR,2026-08-14,Net 30,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40585,2026-06-18,PR-30683,V-1004,V-Guard Industries,Electrical,I-5005,Modular Switch 6A,20,Nos,70.34,1406.8,INR,2026-07-05,Advance 20% + Net 30,Hemal Chad,Closed,DEP-03,PRJ-103
