PRNo,PRDate,DeptCode,DeptName,ProjectCode,ProjectName,ItemCode,ItemDescription,Vertical,RequestedQty,UOM,RequiredByDate,RequestedBy,Priority,Status
PR-30121,2025-12-23,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,17,Roll,2026-01-22,Ekantika Mutti,Medium,Converted to PO
PR-30122,2026-04-24,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,19,Nos,2026-05-06,Ria Bir,High,Converted to PO
PR-30123,2026-05-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5003,Distribution Board 8-Way,Electrical,20,Nos,2026-06-07,Baljiwan Bhandari,Medium,Converted to PO
PR-30124,2025-10-25,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5034,String Inverter 50kW,Solar Panels,15,Nos,2025-11-04,Wakeeta Shetty,High,Converted to PO
PR-30125,2025-10-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,29,Nos,2025-11-06,Dayita Shenoy,Medium,Converted to PO
PR-30126,2026-01-22,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,25,Coil,2026-02-15,Warinder Chauhan,High,Converted to PO
PR-30127,2025-10-11,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,48,Ton,2025-11-03,Ria Bir,High,Converted to PO
PR-30128,2026-05-10,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5039,Earthing Kit for Module Structure,Solar Panels,61,Set,2026-05-24,Riya Mitter,Medium,Converted to PO
PR-30129,2025-09-03,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,18,Ton,2025-09-19,Benjamin Sengupta,Medium,Converted to PO
PR-30130,2026-03-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5006,Cable Tray 300mm (2m length),Electrical,11,Nos,2026-03-27,Dayita Shenoy,Low,Converted to PO
PR-30131,2026-07-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5025,River Sand (fine aggregate),Road Construction Materials,46,Ton,2026-08-09,Wakeeta Shetty,Medium,Converted to PO
PR-30132,2026-07-22,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5054,Water Tank 1000L HDPE,Plumbing Materials,22,Nos,2026-08-13,Benjamin Sengupta,High,Rejected
PR-30133,2026-03-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5018,Wood Screws 2 inch (box of 100),Carpentry,36,Box,2026-03-16,Wakeeta Shetty,Medium,Rejected
PR-30134,2025-09-14,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5008,Earthing Strip GI 25x3mm,Electrical,25,Mtr,2025-10-14,Yashica Rajagopalan,High,Converted to PO
PR-30135,2026-06-01,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,17,Ton,2026-06-24,Ekanta Soni,Medium,Rejected
PR-30136,2026-06-02,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5005,Modular Switch 6A,Electrical,6,Nos,2026-06-28,Aahana Hora,High,Converted to PO
PR-30137,2026-04-17,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,19,Nos,2026-05-05,Benjamin Sengupta,Medium,Converted to PO
PR-30138,2026-05-02,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5037,MC4 Connector Pair,Solar Panels,11,Pair,2026-05-12,Yashica Rajagopalan,Medium,Converted to PO
PR-30139,2026-03-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,61,Nos,2026-04-23,Bhavini Bose,Medium,Converted to PO
PR-30140,2025-12-10,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5017,Door Lock Mortise Set,Carpentry,12,Set,2025-12-31,Bhavini Bose,Low,Converted to PO
PR-30141,2025-10-14,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,22,Nos,2025-11-11,Aahana Hora,High,Converted to PO
PR-30142,2025-11-11,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5004,LED Flood Light 100W,Electrical,24,Nos,2025-11-23,Daksh Pandey,Medium,Converted to PO
PR-30143,2026-06-09,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5039,Earthing Kit for Module Structure,Solar Panels,14,Set,2026-07-02,Aahana Hora,Medium,Converted to PO
PR-30144,2026-04-19,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,44,Pcs,2026-05-04,Ekanta Soni,High,Converted to PO
PR-30145,2026-07-03,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,21,Drum,2026-07-27,Yashica Rajagopalan,Medium,Converted to PO
PR-30146,2025-11-07,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5052,PVC Elbow 4 inch,Plumbing Materials,36,Nos,2025-11-21,Ria Bir,Low,Converted to PO
PR-30147,2026-02-15,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,12,Ton,2026-03-12,Benjamin Sengupta,Low,Converted to PO
PR-30148,2026-06-17,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5034,String Inverter 50kW,Solar Panels,10,Nos,2026-07-09,Bhavini Bose,Medium,Converted to PO
PR-30149,2025-09-27,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5052,PVC Elbow 4 inch,Plumbing Materials,11,Nos,2025-10-16,Yashica Rajagopalan,Medium,Converted to PO
PR-30150,2025-11-07,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5056,Concealed Cistern with Frame,Plumbing Materials,29,Set,2025-11-29,Riya Mitter,High,Converted to PO
PR-30151,2026-07-19,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5025,River Sand (fine aggregate),Road Construction Materials,45,Ton,2026-08-18,Riya Mitter,Medium,Converted to PO
PR-30152,2026-07-05,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5008,Earthing Strip GI 25x3mm,Electrical,29,Mtr,2026-07-31,Ekantika Mutti,Medium,Converted to PO
PR-30153,2025-10-07,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5021,Adhesive Fevicol SH (5kg),Carpentry,16,Can,2025-10-30,Warinder Chauhan,Low,Pending Approval
PR-30154,2026-04-04,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5009,Contactor 40A 3 Pole,Electrical,16,Nos,2026-04-22,Michael Borra,Medium,Converted to PO
PR-30155,2026-07-25,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5033,Solar Module 550Wp Bifacial,Solar Panels,26,Nos,2026-08-18,Michael Borra,Medium,Converted to PO
PR-30156,2025-09-30,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,32,Nos,2025-10-14,Riya Mitter,High,Converted to PO
PR-30157,2025-10-31,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5004,LED Flood Light 100W,Electrical,60,Nos,2025-11-07,Riya Mitter,Medium,Converted to PO
PR-30158,2025-12-26,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5033,Solar Module 550Wp Bifacial,Solar Panels,29,Nos,2026-01-25,Warinder Chauhan,Low,Converted to PO
PR-30159,2026-01-17,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5055,Sanitaryware Wash Basin,Plumbing Materials,15,Nos,2026-01-26,Aahana Hora,Medium,Converted to PO
PR-30160,2026-02-03,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5021,Adhesive Fevicol SH (5kg),Carpentry,6,Can,2026-03-05,Daksh Pandey,Medium,Converted to PO
PR-30161,2025-10-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,19,Drum,2025-11-06,Wakeeta Shetty,Medium,Converted to PO
PR-30162,2026-07-24,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5002,MCB 32A Single Pole,Electrical,14,Nos,2026-08-12,Baljiwan Bhandari,High,Converted to PO
PR-30163,2025-12-16,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5005,Modular Switch 6A,Electrical,71,Nos,2026-01-06,Ekantika Mutti,Low,Converted to PO
PR-30164,2025-09-16,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,26,Nos,2025-10-05,Dayita Shenoy,Medium,Converted to PO
PR-30165,2025-09-12,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,49,Sheet,2025-09-21,Bhavini Bose,Medium,Converted to PO
PR-30166,2025-12-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5003,Distribution Board 8-Way,Electrical,15,Nos,2025-12-20,Michael Borra,High,Converted to PO
PR-30167,2026-03-03,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5048,Battery Monitoring System (BMS module),Batteries,37,Nos,2026-03-25,Daksh Pandey,Medium,Converted to PO
PR-30168,2025-10-22,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5052,PVC Elbow 4 inch,Plumbing Materials,41,Nos,2025-11-05,Ekantika Mutti,Medium,Converted to PO
PR-30169,2026-06-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,3,Roll,2026-06-27,Wakeeta Shetty,Low,Converted to PO
PR-30170,2026-02-13,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,25,Ton,2026-02-21,Baljiwan Bhandari,Medium,Converted to PO
PR-30171,2026-07-30,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5049,Deep Cycle Battery 200Ah,Batteries,22,Nos,2026-08-16,Dayita Shenoy,Medium,Converted to PO
PR-30172,2025-12-03,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5042,Tubular Battery 150Ah C10,Batteries,40,Nos,2025-12-29,Benjamin Sengupta,Low,Converted to PO
PR-30173,2026-04-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5037,MC4 Connector Pair,Solar Panels,36,Pair,2026-04-24,Wakeeta Shetty,Medium,Converted to PO
PR-30174,2025-11-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,12,Nos,2025-12-14,Ekanta Soni,High,Converted to PO
PR-30175,2026-07-08,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5052,PVC Elbow 4 inch,Plumbing Materials,17,Nos,2026-07-28,Aahana Hora,Medium,Converted to PO
PR-30176,2026-01-29,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,10,Coil,2026-02-26,Daksh Pandey,High,Converted to PO
PR-30177,2025-11-17,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5042,Tubular Battery 150Ah C10,Batteries,45,Nos,2025-12-16,Aahana Hora,Medium,Converted to PO
PR-30178,2026-03-22,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,8,Ton,2026-04-20,Baljiwan Bhandari,Low,Converted to PO
PR-30179,2025-12-13,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5056,Concealed Cistern with Frame,Plumbing Materials,11,Set,2026-01-09,Baljiwan Bhandari,Medium,Converted to PO
PR-30180,2025-10-28,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5038,Combiner Box 6 in 1 out,Solar Panels,9,Nos,2025-11-17,Baljiwan Bhandari,Medium,Converted to PO
PR-30181,2026-01-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,24,Sheet,2026-02-03,Ekanta Soni,Medium,Converted to PO
PR-30182,2026-05-07,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5018,Wood Screws 2 inch (box of 100),Carpentry,44,Box,2026-05-30,Ekanta Soni,High,Pending Approval
PR-30183,2026-05-18,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5011,Cable Gland Brass 25mm,Electrical,23,Nos,2026-06-06,Ekanta Soni,Medium,Converted to PO
PR-30184,2026-01-02,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,19,Pcs,2026-01-20,Daksh Pandey,High,Converted to PO
PR-30185,2026-01-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5015,Hinges SS 4 inch,Carpentry,14,Pair,2026-02-12,Warinder Chauhan,Low,Converted to PO
PR-30186,2026-02-02,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,6,Sheet,2026-03-02,Baljiwan Bhandari,Medium,Converted to PO
PR-30187,2025-12-06,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5054,Water Tank 1000L HDPE,Plumbing Materials,42,Nos,2025-12-17,Wakeeta Shetty,Low,Converted to PO
PR-30188,2025-12-23,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5047,Battery Interconnect Cable Set,Batteries,7,Set,2026-01-20,Benjamin Sengupta,Medium,Converted to PO
PR-30189,2025-12-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5005,Modular Switch 6A,Electrical,33,Nos,2026-01-23,Riya Mitter,Medium,Pending Approval
PR-30190,2026-01-29,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,19,Roll,2026-02-19,Daksh Pandey,High,Converted to PO
PR-30191,2026-04-23,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,12,Roll,2026-05-04,Yashica Rajagopalan,High,Converted to PO
PR-30192,2026-07-22,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5006,Cable Tray 300mm (2m length),Electrical,22,Nos,2026-08-11,Daksh Pandey,Medium,Converted to PO
PR-30193,2026-03-16,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,19,Ton,2026-04-08,Michael Borra,High,Converted to PO
PR-30194,2025-09-10,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5006,Cable Tray 300mm (2m length),Electrical,14,Nos,2025-09-24,Michael Borra,High,Converted to PO
PR-30195,2025-10-30,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5042,Tubular Battery 150Ah C10,Batteries,4,Nos,2025-11-19,Aahana Hora,Medium,Converted to PO
PR-30196,2025-10-31,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5041,Solar Cable Gland Set,Solar Panels,16,Set,2025-11-16,Aahana Hora,Medium,Converted to PO
PR-30197,2025-10-16,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5010,MCCB 200A,Electrical,34,Nos,2025-10-26,Bhavini Bose,Medium,Converted to PO
PR-30198,2026-04-07,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5027,Ready Mix Concrete M25,Road Construction Materials,42,Cum,2026-05-07,Ekanta Soni,Medium,Converted to PO
PR-30199,2026-01-18,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,22,Ton,2026-02-06,Daksh Pandey,Medium,Converted to PO
PR-30200,2026-07-10,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5034,String Inverter 50kW,Solar Panels,32,Nos,2026-07-29,Baljiwan Bhandari,High,Converted to PO
PR-30201,2026-02-21,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,24,Nos,2026-03-16,Yashica Rajagopalan,Medium,Converted to PO
PR-30202,2026-05-10,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,30,Pcs,2026-05-27,Ekantika Mutti,High,Converted to PO
PR-30203,2026-06-13,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,8,Bag,2026-07-07,Aahana Hora,Medium,Converted to PO
PR-30204,2026-04-20,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5037,MC4 Connector Pair,Solar Panels,30,Pair,2026-04-30,Bhavini Bose,High,Converted to PO
PR-30205,2025-12-06,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5015,Hinges SS 4 inch,Carpentry,5,Pair,2025-12-16,Riya Mitter,High,Rejected
PR-30206,2026-04-01,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5033,Solar Module 550Wp Bifacial,Solar Panels,14,Nos,2026-04-09,Ekanta Soni,Medium,Rejected
PR-30207,2026-04-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5049,Deep Cycle Battery 200Ah,Batteries,36,Nos,2026-05-21,Dayita Shenoy,High,Converted to PO
PR-30208,2026-04-03,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5038,Combiner Box 6 in 1 out,Solar Panels,20,Nos,2026-04-29,Benjamin Sengupta,High,Pending Approval
PR-30209,2026-04-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5054,Water Tank 1000L HDPE,Plumbing Materials,63,Nos,2026-05-01,Baljiwan Bhandari,Medium,Converted to PO
PR-30210,2026-05-16,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5034,String Inverter 50kW,Solar Panels,19,Nos,2026-06-09,Ria Bir,Medium,Converted to PO
PR-30211,2026-01-15,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5035,Module Mounting Structure (per kW),Solar Panels,6,kW Set,2026-01-27,Bhavini Bose,Medium,Cancelled
PR-30212,2025-12-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,29,Coil,2026-01-07,Ekanta Soni,Medium,Converted to PO
PR-30213,2026-06-10,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5055,Sanitaryware Wash Basin,Plumbing Materials,50,Nos,2026-06-18,Ekantika Mutti,High,Converted to PO
PR-30214,2026-03-13,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,8,Nos,2026-03-21,Dayita Shenoy,Medium,Converted to PO
PR-30215,2026-06-09,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,7,Roll,2026-06-27,Yashica Rajagopalan,Medium,Converted to PO
PR-30216,2026-05-30,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5021,Adhesive Fevicol SH (5kg),Carpentry,8,Can,2026-06-21,Ekanta Soni,Medium,Cancelled
PR-30217,2026-02-25,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5010,MCCB 200A,Electrical,29,Nos,2026-03-18,Bhavini Bose,Medium,Converted to PO
PR-30218,2026-06-01,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5008,Earthing Strip GI 25x3mm,Electrical,31,Mtr,2026-06-08,Wakeeta Shetty,Medium,Converted to PO
PR-30219,2025-09-28,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,21,Coil,2025-10-10,Dayita Shenoy,High,Converted to PO
PR-30220,2025-10-08,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5042,Tubular Battery 150Ah C10,Batteries,13,Nos,2025-10-26,Aahana Hora,Medium,Rejected
PR-30221,2026-01-23,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,23,Ton,2026-02-13,Ekanta Soni,Medium,Converted to PO
PR-30222,2025-11-12,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,54,Nos,2025-11-22,Baljiwan Bhandari,Medium,Converted to PO
PR-30223,2026-06-18,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5014,MDF Board 12mm (8x4 ft),Carpentry,10,Sheet,2026-06-26,Dayita Shenoy,Medium,Converted to PO
PR-30224,2026-02-10,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5003,Distribution Board 8-Way,Electrical,18,Nos,2026-03-04,Baljiwan Bhandari,Medium,Converted to PO
PR-30225,2026-02-17,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5011,Cable Gland Brass 25mm,Electrical,38,Nos,2026-03-11,Ria Bir,Medium,Converted to PO
PR-30226,2026-06-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5009,Contactor 40A 3 Pole,Electrical,38,Nos,2026-07-13,Wakeeta Shetty,Low,Converted to PO
PR-30227,2026-08-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,20,Bag,2026-08-20,Benjamin Sengupta,Low,Converted to PO
PR-30228,2025-10-03,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,27,Nos,2025-10-18,Warinder Chauhan,Medium,Converted to PO
PR-30229,2026-06-24,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5046,Battery Rack 4-Tier MS,Batteries,20,Nos,2026-07-18,Riya Mitter,Medium,Converted to PO
PR-30230,2025-11-24,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,35,Nos,2025-12-08,Bhavini Bose,Medium,Converted to PO
