GRNNo,GRNDate,PONo,VendorCode,WarehouseCode,ItemCode,ItemDescription,Vertical,ReceivedQty,AcceptedQty,RejectedQty,UOM,InspectedBy,QCStatus
GRN-50677,2026-05-25,PO-40670,V-1028,WH-03,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,58,57,1,Ton,Charles Natt,Rejected - Partial
GRN-50678,2026-01-15,PO-40671,V-1002,WH-02,I-5011,Cable Gland Brass 25mm,Electrical,33,33,0,Nos,Bhanumati Krishnan,Accepted
GRN-50679,2026-07-19,PO-40672,V-1009,WH-02,I-5003,Distribution Board 8-Way,Electrical,14,14,0,Nos,Inaya Mukherjee,Accepted
GRN-50680,2026-08-01,PO-40672,V-1009,WH-01,I-5003,Distribution Board 8-Way,Electrical,15,15,0,Nos,Charles Natt,Accepted
GRN-50681,2025-11-18,PO-40673,V-1056,WH-02,I-5056,Concealed Cistern with Frame,Plumbing Materials,43,43,0,Set,Charles Natt,Accepted
GRN-50682,2026-07-25,PO-40674,V-1044,WH-01,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,21,21,0,Nos,Forum Chandra,Accepted
GRN-50683,2025-10-18,PO-40675,V-1040,WH-03,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,26,26,0,Nos,Lila Rege,Accepted
GRN-50684,2025-10-22,PO-40676,V-1044,WH-02,I-5047,Battery Interconnect Cable Set,Batteries,39,39,0,Set,Inaya Mukherjee,Accepted
GRN-50685,2026-05-06,PO-40677,V-1001,WH-01,I-5003,Distribution Board 8-Way,Electrical,23,23,0,Nos,Bhanumati Krishnan,Accepted
GRN-50686,2026-02-19,PO-40678,V-1033,WH-02,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,16,16,0,Coil,Charles Natt,Accepted
GRN-50687,2026-02-28,PO-40678,V-1033,WH-01,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,17,17,0,Coil,Bhanumati Krishnan,Accepted
GRN-50688,2026-02-27,PO-40679,V-1045,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,12,12,0,Nos,Gauri Bumb,Accepted
GRN-50689,2026-03-04,PO-40679,V-1045,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,12,12,0,Nos,Gauri Bumb,Accepted
GRN-50690,2026-07-14,PO-40680,V-1053,WH-02,I-5052,PVC Elbow 4 inch,Plumbing Materials,16,16,0,Nos,Forum Chandra,Accepted
GRN-50691,2026-03-08,PO-40681,V-1056,WH-02,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,11,11,0,Nos,Lila Rege,Accepted
GRN-50692,2025-09-17,PO-40682,V-1054,WH-01,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,5,5,0,Nos,Charles Natt,Accepted
GRN-50693,2025-10-15,PO-40683,V-1010,WH-01,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,17,17,0,Sheet,Gauri Bumb,Accepted
GRN-50694,2026-06-13,PO-40684,V-1031,WH-02,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,15,15,0,Nos,Lila Rege,Accepted
GRN-50695,2025-11-12,PO-40685,V-1025,WH-02,I-5030,Kerb Stone Precast,Road Construction Materials,17,17,0,Nos,Bhanumati Krishnan,Accepted
GRN-50696,2025-09-24,PO-40686,V-1006,WH-01,I-5010,MCCB 200A,Electrical,15,15,0,Nos,Bhanumati Krishnan,Accepted
GRN-50697,2025-12-03,PO-40687,V-1022,WH-02,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,13,13,0,Ton,Bhanumati Krishnan,Accepted
GRN-50698,2025-09-23,PO-40688,V-1027,WH-01,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,10,10,0,Ton,Inaya Mukherjee,Accepted
GRN-50699,2025-11-24,PO-40689,V-1058,WH-02,I-5052,PVC Elbow 4 inch,Plumbing Materials,12,11,1,Nos,Gauri Bumb,Rejected - Partial
GRN-50700,2026-04-06,PO-40690,V-1004,WH-01,I-5002,MCB 32A Single Pole,Electrical,13,13,0,Nos,Bhanumati Krishnan,Accepted
GRN-50701,2025-12-14,PO-40691,V-1022,WH-03,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,14,14,0,Ton,Gauri Bumb,Accepted
GRN-50702,2025-12-16,PO-40691,V-1022,WH-03,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,14,14,0,Ton,Bhanumati Krishnan,Accepted
GRN-50703,2025-12-28,PO-40692,V-1043,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,4,4,0,Nos,Inaya Mukherjee,Accepted
GRN-50704,2026-07-19,PO-40693,V-1040,WH-03,I-5048,Battery Monitoring System (BMS module),Batteries,52,52,0,Nos,Forum Chandra,Accepted
GRN-50705,2026-06-15,PO-40694,V-1049,WH-01,I-5049,Deep Cycle Battery 200Ah,Batteries,19,19,0,Nos,Forum Chandra,Accepted
GRN-50706,2026-02-06,PO-40696,V-1032,WH-02,I-5038,Combiner Box 6 in 1 out,Solar Panels,4,4,0,Nos,Charles Natt,Accepted
GRN-50707,2026-08-18,PO-40697,V-1047,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,17,17,0,Nos,Forum Chandra,Accepted
GRN-50708,2026-04-03,PO-40698,V-1058,WH-01,I-5058,Submersible Pump 1HP,Plumbing Materials,6,6,0,Nos,Bhanumati Krishnan,Accepted
GRN-50709,2025-11-10,PO-40699,V-1021,WH-01,I-5027,Ready Mix Concrete M25,Road Construction Materials,8,8,0,Cum,Inaya Mukherjee,Accepted
GRN-50710,2026-08-06,PO-40700,V-1012,WH-03,I-5015,Hinges SS 4 inch,Carpentry,26,26,0,Pair,Bhanumati Krishnan,Accepted
GRN-50711,2026-07-24,PO-40701,V-1007,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,11,11,0,Nos,Forum Chandra,Accepted
GRN-50712,2026-08-04,PO-40701,V-1007,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,12,12,0,Nos,Lila Rege,Accepted
GRN-50713,2026-04-05,PO-40702,V-1058,WH-03,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,27,27,0,Nos,Gauri Bumb,Accepted
GRN-50714,2025-12-14,PO-40703,V-1044,WH-02,I-5048,Battery Monitoring System (BMS module),Batteries,31,28,3,Nos,Gauri Bumb,Rejected - Partial
GRN-50715,2026-07-15,PO-40704,V-1046,WH-03,I-5048,Battery Monitoring System (BMS module),Batteries,25,25,0,Nos,Forum Chandra,Accepted
GRN-50716,2026-06-20,PO-40705,V-1032,WH-01,I-5041,Solar Cable Gland Set,Solar Panels,27,27,0,Set,Charles Natt,Accepted
GRN-50717,2025-12-17,PO-40706,V-1012,WH-01,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,34,33,1,Pair,Charles Natt,Rejected - Partial
GRN-50718,2026-06-18,PO-40707,V-1018,WH-02,I-5014,MDF Board 12mm (8x4 ft),Carpentry,13,13,0,Sheet,Gauri Bumb,Accepted
GRN-50719,2025-10-17,PO-40708,V-1029,WH-02,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,49,49,0,Ton,Charles Natt,Accepted
GRN-50720,2025-12-31,PO-40710,V-1006,WH-01,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,17,17,0,Mtr,Lila Rege,Accepted
GRN-50721,2026-08-18,PO-40711,V-1054,WH-01,I-5052,PVC Elbow 4 inch,Plumbing Materials,71,71,0,Nos,Charles Natt,Accepted
GRN-50722,2026-02-18,PO-40712,V-1051,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,123,123,0,Pcs,Bhanumati Krishnan,Accepted
GRN-50723,2025-11-22,PO-40713,V-1008,WH-01,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,41,41,0,Coil,Gauri Bumb,Accepted
GRN-50724,2026-08-01,PO-40715,V-1024,WH-01,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,25,25,0,Ton,Bhanumati Krishnan,Accepted
GRN-50725,2026-01-27,PO-40716,V-1027,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,9,9,0,Roll,Lila Rege,Accepted
GRN-50726,2026-07-20,PO-40717,V-1048,WH-02,I-5046,Battery Rack 4-Tier MS,Batteries,25,25,0,Nos,Charles Natt,Accepted
GRN-50727,2025-11-16,PO-40718,V-1022,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,14,14,0,Drum,Forum Chandra,Accepted
GRN-50728,2026-02-25,PO-40719,V-1050,WH-03,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,43,43,0,Pcs,Bhanumati Krishnan,Accepted
GRN-50729,2025-12-04,PO-40720,V-1011,WH-03,I-5021,Adhesive Fevicol SH (5kg),Carpentry,28,27,1,Can,Inaya Mukherjee,Rejected - Partial
GRN-50730,2026-03-27,PO-40721,V-1000,WH-01,I-5004,LED Flood Light 100W,Electrical,36,33,3,Nos,Lila Rege,Rejected - Partial
GRN-50731,2025-10-30,PO-40722,V-1044,WH-02,I-5049,Deep Cycle Battery 200Ah,Batteries,11,11,0,Nos,Gauri Bumb,Accepted
GRN-50732,2025-12-05,PO-40723,V-1006,WH-01,I-5005,Modular Switch 6A,Electrical,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50733,2026-02-21,PO-40724,V-1018,WH-01,I-5017,Door Lock Mortise Set,Carpentry,7,7,0,Set,Bhanumati Krishnan,Accepted
GRN-50734,2026-02-28,PO-40724,V-1018,WH-03,I-5017,Door Lock Mortise Set,Carpentry,7,7,0,Set,Bhanumati Krishnan,Accepted
GRN-50735,2026-05-06,PO-40725,V-1022,WH-03,I-5027,Ready Mix Concrete M25,Road Construction Materials,1,1,0,Cum,Charles Natt,Accepted
GRN-50736,2025-10-01,PO-40726,V-1011,WH-02,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,35,35,0,Sheet,Inaya Mukherjee,Accepted
GRN-50737,2026-07-27,PO-40727,V-1059,WH-01,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,52,52,0,Nos,Bhanumati Krishnan,Accepted
GRN-50738,2026-01-07,PO-40728,V-1034,WH-02,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,5,5,0,Nos,Bhanumati Krishnan,Accepted
GRN-50739,2026-01-21,PO-40728,V-1034,WH-02,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,6,6,0,Nos,Lila Rege,Accepted
GRN-50740,2025-12-23,PO-40729,V-1000,WH-02,I-5010,MCCB 200A,Electrical,5,5,0,Nos,Bhanumati Krishnan,Accepted
GRN-50741,2026-02-18,PO-40730,V-1020,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,6,6,0,Drum,Bhanumati Krishnan,Accepted
GRN-50742,2026-05-25,PO-40731,V-1026,WH-01,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,42,38,4,Ton,Forum Chandra,Rejected - Partial
GRN-50743,2025-09-20,PO-40732,V-1056,WH-02,I-5055,Sanitaryware Wash Basin,Plumbing Materials,33,33,0,Nos,Lila Rege,Accepted
GRN-50744,2026-07-08,PO-40733,V-1013,WH-01,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,11,11,0,Sheet,Lila Rege,Accepted
GRN-50745,2026-07-09,PO-40734,V-1008,WH-02,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,28,28,0,Coil,Charles Natt,Accepted
GRN-50746,2025-12-05,PO-40735,V-1006,WH-01,I-5004,LED Flood Light 100W,Electrical,47,47,0,Nos,Lila Rege,Accepted
GRN-50747,2026-06-05,PO-40736,V-1005,WH-01,I-5002,MCB 32A Single Pole,Electrical,61,61,0,Nos,Lila Rege,Accepted
GRN-50748,2026-06-24,PO-40737,V-1046,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,26,26,0,Nos,Gauri Bumb,Accepted
GRN-50749,2026-02-06,PO-40738,V-1022,WH-01,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,27,27,0,Ton,Charles Natt,Accepted
GRN-50750,2025-09-26,PO-40739,V-1033,WH-02,I-5038,Combiner Box 6 in 1 out,Solar Panels,30,30,0,Nos,Charles Natt,Accepted
GRN-50751,2026-07-14,PO-40740,V-1054,WH-01,I-5056,Concealed Cistern with Frame,Plumbing Materials,36,36,0,Set,Forum Chandra,Accepted
GRN-50752,2025-11-18,PO-40741,V-1036,WH-02,I-5035,Module Mounting Structure (per kW),Solar Panels,8,8,0,kW Set,Inaya Mukherjee,Accepted
GRN-50753,2025-12-01,PO-40742,V-1026,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,15,15,0,Ton,Charles Natt,Accepted
GRN-50754,2025-10-18,PO-40743,V-1024,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,29,29,0,Ton,Gauri Bumb,Accepted
GRN-50755,2025-09-27,PO-40744,V-1022,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,16,16,0,Ton,Inaya Mukherjee,Accepted
GRN-50756,2026-01-28,PO-40745,V-1009,WH-01,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,14,14,0,Coil,Inaya Mukherjee,Accepted
GRN-50757,2025-11-17,PO-40746,V-1029,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,17,17,0,Ton,Bhanumati Krishnan,Accepted
GRN-50758,2026-05-28,PO-40747,V-1041,WH-01,I-5047,Battery Interconnect Cable Set,Batteries,8,8,0,Set,Bhanumati Krishnan,Accepted
GRN-50759,2026-06-03,PO-40747,V-1041,WH-01,I-5047,Battery Interconnect Cable Set,Batteries,9,9,0,Set,Charles Natt,Accepted
GRN-50760,2025-11-12,PO-40748,V-1053,WH-02,I-5056,Concealed Cistern with Frame,Plumbing Materials,27,27,0,Set,Inaya Mukherjee,Accepted
GRN-50761,2026-02-09,PO-40749,V-1007,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,4,4,0,Nos,Gauri Bumb,Accepted
GRN-50762,2025-10-07,PO-40750,V-1042,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,6,6,0,Nos,Charles Natt,Accepted
GRN-50763,2025-12-03,PO-40751,V-1040,WH-02,I-5048,Battery Monitoring System (BMS module),Batteries,39,39,0,Nos,Charles Natt,Accepted
GRN-50764,2026-01-30,PO-40752,V-1039,WH-01,I-5034,String Inverter 50kW,Solar Panels,15,14,1,Nos,Gauri Bumb,Rejected - Partial
GRN-50765,2025-12-20,PO-40753,V-1031,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,23,22,1,Nos,Bhanumati Krishnan,Rejected - Partial
GRN-50766,2026-06-17,PO-40754,V-1048,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,20,20,0,Nos,Forum Chandra,Accepted
GRN-50767,2025-12-28,PO-40755,V-1009,WH-02,I-5007,Junction Box IP65,Electrical,45,45,0,Nos,Bhanumati Krishnan,Accepted
GRN-50768,2025-09-28,PO-40756,V-1002,WH-03,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,49,49,0,Mtr,Bhanumati Krishnan,Accepted
GRN-50769,2025-12-01,PO-40757,V-1044,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,17,17,0,Nos,Bhanumati Krishnan,Accepted
GRN-50770,2026-05-24,PO-40758,V-1007,WH-03,I-5004,LED Flood Light 100W,Electrical,23,23,0,Nos,Bhanumati Krishnan,Accepted
GRN-50771,2025-12-01,PO-40759,V-1038,WH-03,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,31,31,0,Nos,Gauri Bumb,Accepted
GRN-50772,2026-04-21,PO-40760,V-1035,WH-03,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,23,23,0,Nos,Lila Rege,Accepted
GRN-50773,2025-09-18,PO-40761,V-1057,WH-01,I-5058,Submersible Pump 1HP,Plumbing Materials,48,48,0,Nos,Inaya Mukherjee,Accepted
GRN-50774,2026-04-16,PO-40762,V-1004,WH-02,I-5011,Cable Gland Brass 25mm,Electrical,30,29,1,Nos,Charles Natt,Rejected - Partial
GRN-50775,2026-01-24,PO-40763,V-1016,WH-01,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,11,11,0,Pair,Bhanumati Krishnan,Accepted
GRN-50776,2026-02-03,PO-40763,V-1016,WH-01,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,11,11,0,Pair,Charles Natt,Accepted
GRN-50777,2026-05-08,PO-40764,V-1008,WH-02,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,7,7,0,Coil,Gauri Bumb,Accepted
GRN-50778,2026-03-11,PO-40765,V-1023,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,42,42,0,Bag,Inaya Mukherjee,Accepted
GRN-50779,2025-11-01,PO-40766,V-1049,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,26,26,0,Nos,Inaya Mukherjee,Accepted
GRN-50780,2025-11-09,PO-40767,V-1041,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,19,19,0,Nos,Lila Rege,Accepted
GRN-50781,2026-04-20,PO-40768,V-1036,WH-01,I-5037,MC4 Connector Pair,Solar Panels,51,51,0,Pair,Gauri Bumb,Accepted
GRN-50782,2026-03-29,PO-40769,V-1031,WH-02,I-5038,Combiner Box 6 in 1 out,Solar Panels,14,14,0,Nos,Charles Natt,Accepted
GRN-50783,2025-12-24,PO-40770,V-1032,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,43,43,0,Nos,Forum Chandra,Accepted
GRN-50784,2025-11-28,PO-40771,V-1045,WH-02,I-5046,Battery Rack 4-Tier MS,Batteries,10,9,1,Nos,Gauri Bumb,Rejected - Partial
GRN-50785,2025-12-01,PO-40771,V-1045,WH-01,I-5046,Battery Rack 4-Tier MS,Batteries,11,11,0,Nos,Lila Rege,Accepted
GRN-50786,2026-03-13,PO-40772,V-1037,WH-02,I-5035,Module Mounting Structure (per kW),Solar Panels,47,43,4,kW Set,Forum Chandra,Rejected - Partial
GRN-50787,2025-11-15,PO-40774,V-1043,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,36,36,0,Nos,Bhanumati Krishnan,Accepted
GRN-50788,2025-11-18,PO-40775,V-1048,WH-01,I-5042,Tubular Battery 150Ah C10,Batteries,41,41,0,Nos,Charles Natt,Accepted
GRN-50789,2026-07-21,PO-40776,V-1056,WH-02,I-5054,Water Tank 1000L HDPE,Plumbing Materials,6,6,0,Nos,Charles Natt,Accepted
GRN-50790,2026-07-28,PO-40776,V-1056,WH-02,I-5054,Water Tank 1000L HDPE,Plumbing Materials,6,6,0,Nos,Forum Chandra,Accepted
GRN-50791,2025-12-14,PO-40777,V-1058,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,12,11,1,Pcs,Bhanumati Krishnan,Rejected - Partial
GRN-50792,2025-12-30,PO-40778,V-1039,WH-02,I-5034,String Inverter 50kW,Solar Panels,10,10,0,Nos,Lila Rege,Accepted
GRN-50793,2025-12-08,PO-40779,V-1052,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,10,10,0,Pcs,Forum Chandra,Accepted
GRN-50794,2026-01-13,PO-40780,V-1022,WH-02,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,15,14,1,Ton,Forum Chandra,Rejected - Partial
GRN-50795,2026-05-25,PO-40781,V-1013,WH-01,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,11,11,0,Pair,Bhanumati Krishnan,Accepted
GRN-50796,2025-11-04,PO-40782,V-1031,WH-02,I-5033,Solar Module 550Wp Bifacial,Solar Panels,12,12,0,Nos,Lila Rege,Accepted
GRN-50797,2026-07-03,PO-40783,V-1044,WH-01,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,8,8,0,Nos,Lila Rege,Accepted
GRN-50798,2026-07-12,PO-40783,V-1044,WH-02,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,9,9,0,Nos,Forum Chandra,Accepted
GRN-50799,2025-12-30,PO-40784,V-1052,WH-03,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,9,9,0,Nos,Bhanumati Krishnan,Accepted
GRN-50800,2026-04-10,PO-40785,V-1035,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,9,9,0,Nos,Charles Natt,Accepted
GRN-50801,2025-12-14,PO-40786,V-1011,WH-01,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,17,17,0,Sheet,Forum Chandra,Accepted
GRN-50802,2026-06-09,PO-40787,V-1057,WH-03,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,52,52,0,Nos,Bhanumati Krishnan,Accepted
GRN-50803,2026-06-14,PO-40788,V-1017,WH-02,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,27,27,0,Sheet,Bhanumati Krishnan,Accepted
GRN-50804,2026-01-19,PO-40789,V-1000,WH-02,I-5007,Junction Box IP65,Electrical,12,12,0,Nos,Forum Chandra,Accepted
GRN-50805,2025-11-20,PO-40790,V-1042,WH-01,I-5049,Deep Cycle Battery 200Ah,Batteries,16,16,0,Nos,Gauri Bumb,Accepted
GRN-50806,2026-01-13,PO-40791,V-1032,WH-02,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,27,27,0,Coil,Inaya Mukherjee,Accepted
GRN-50807,2026-08-02,PO-40792,V-1031,WH-03,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,50,50,0,Coil,Lila Rege,Accepted
GRN-50808,2026-04-15,PO-40793,V-1019,WH-01,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,16,15,1,Roll,Inaya Mukherjee,Rejected - Partial
GRN-50809,2025-12-08,PO-40794,V-1022,WH-01,I-5030,Kerb Stone Precast,Road Construction Materials,30,27,3,Nos,Inaya Mukherjee,Rejected - Partial
GRN-50810,2026-03-24,PO-40795,V-1036,WH-02,I-5035,Module Mounting Structure (per kW),Solar Panels,11,11,0,kW Set,Charles Natt,Accepted
GRN-50811,2026-02-05,PO-40796,V-1022,WH-01,I-5027,Ready Mix Concrete M25,Road Construction Materials,18,18,0,Cum,Gauri Bumb,Accepted
GRN-50812,2026-01-20,PO-40798,V-1058,WH-03,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50813,2026-02-06,PO-40799,V-1038,WH-01,I-5039,Earthing Kit for Module Structure,Solar Panels,5,5,0,Set,Charles Natt,Accepted
GRN-50814,2026-02-16,PO-40799,V-1038,WH-01,I-5039,Earthing Kit for Module Structure,Solar Panels,6,6,0,Set,Forum Chandra,Accepted
GRN-50815,2026-03-09,PO-40800,V-1026,WH-01,I-5027,Ready Mix Concrete M25,Road Construction Materials,34,34,0,Cum,Lila Rege,Accepted
GRN-50816,2026-08-15,PO-40801,V-1052,WH-02,I-5052,PVC Elbow 4 inch,Plumbing Materials,38,38,0,Nos,Gauri Bumb,Accepted
GRN-50817,2025-12-04,PO-40802,V-1002,WH-01,I-5005,Modular Switch 6A,Electrical,15,15,0,Nos,Gauri Bumb,Accepted
GRN-50818,2025-12-08,PO-40802,V-1002,WH-01,I-5005,Modular Switch 6A,Electrical,15,15,0,Nos,Bhanumati Krishnan,Accepted
GRN-50819,2026-06-20,PO-40803,V-1055,WH-02,I-5054,Water Tank 1000L HDPE,Plumbing Materials,8,8,0,Nos,Lila Rege,Accepted
GRN-50820,2026-03-21,PO-40804,V-1002,WH-01,I-5004,LED Flood Light 100W,Electrical,40,40,0,Nos,Lila Rege,Accepted
GRN-50821,2026-02-03,PO-40805,V-1049,WH-03,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,17,17,0,Nos,Bhanumati Krishnan,Accepted
GRN-50822,2026-06-02,PO-40806,V-1013,WH-02,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,13,13,0,Sheet,Inaya Mukherjee,Accepted
GRN-50823,2026-06-20,PO-40807,V-1005,WH-02,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,21,21,0,Coil,Inaya Mukherjee,Accepted
GRN-50824,2026-06-26,PO-40808,V-1025,WH-02,I-5027,Ready Mix Concrete M25,Road Construction Materials,29,29,0,Cum,Charles Natt,Accepted
GRN-50825,2026-02-25,PO-40810,V-1052,WH-01,I-5056,Concealed Cistern with Frame,Plumbing Materials,17,17,0,Set,Gauri Bumb,Accepted
GRN-50826,2026-04-28,PO-40811,V-1053,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,14,14,0,Nos,Forum Chandra,Accepted
GRN-50827,2026-07-20,PO-40812,V-1000,WH-02,I-5007,Junction Box IP65,Electrical,11,11,0,Nos,Bhanumati Krishnan,Accepted
GRN-50828,2026-05-31,PO-40813,V-1005,WH-01,I-5008,Earthing Strip GI 25x3mm,Electrical,12,12,0,Mtr,Gauri Bumb,Accepted
GRN-50829,2026-05-27,PO-40814,V-1030,WH-01,I-5037,MC4 Connector Pair,Solar Panels,38,38,0,Pair,Lila Rege,Accepted
GRN-50830,2026-01-09,PO-40815,V-1002,WH-01,I-5002,MCB 32A Single Pole,Electrical,31,31,0,Nos,Inaya Mukherjee,Accepted
GRN-50831,2025-11-17,PO-40816,V-1022,WH-02,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,17,17,0,Roll,Inaya Mukherjee,Accepted
GRN-50832,2025-10-07,PO-40817,V-1008,WH-01,I-5002,MCB 32A Single Pole,Electrical,11,11,0,Nos,Forum Chandra,Accepted
