InvoiceNo,InvoiceDate,PONo,GRNNo,VendorCode,VendorName,Vertical,InvoiceAmount,TaxAmount,TotalAmount,PaymentDueDate,PaymentStatus,PaymentDate,DeptCode,ProjectCode
INV-60604,2026-08-26,PO-40647,GRN-50655,V-1023,Shree Cement,Road Construction Materials,11373.17,2047.17,13420.34,2026-10-10,Paid,2026-10-23,DEP-02,PRJ-102
INV-60605,2026-02-10,PO-40648,GRN-50656,V-1023,Shree Cement,Road Construction Materials,14234.45,2562.2,16796.65,2026-03-27,Paid,2026-03-24,DEP-02,PRJ-102
INV-60606,2025-10-19,PO-40649,GRN-50657,V-1055,CERA Sanitaryware,Plumbing Materials,3946.92,710.45,4657.37,2025-11-18,Overdue,,DEP-06,PRJ-106
INV-60607,2026-02-17,PO-40650,GRN-50658,V-1021,ACC Limited,Road Construction Materials,25368.42,4566.32,29934.74,2026-03-19,Pending,,DEP-04,PRJ-104
INV-60608,2025-12-03,PO-40651,GRN-50659,V-1005,Crompton Greaves Consumer,Electrical,14521.63,2613.89,17135.52,2026-01-02,Overdue,,DEP-04,PRJ-104
INV-60609,2026-02-18,PO-40653,GRN-50661,V-1007,Schneider Electric India,Electrical,11119.42,2001.5,13120.92,2026-03-20,Paid,2026-03-17,DEP-02,PRJ-102
INV-60610,2026-04-12,PO-40654,GRN-50662,V-1058,Kajaria Ceramics,Plumbing Materials,243756.99,43876.26,287633.25,2026-06-11,Paid,2026-06-07,DEP-02,PRJ-102
INV-60611,2026-03-29,PO-40655,GRN-50663,V-1010,Century Plyboards,Carpentry,50045.35,9008.16,59053.51,2026-05-13,Paid,2026-05-13,DEP-01,PRJ-101
INV-60612,2026-05-04,PO-40656,GRN-50664,V-1058,Kajaria Ceramics,Plumbing Materials,4341.29,781.43,5122.72,2026-07-03,Paid,2026-06-27,DEP-06,PRJ-106
INV-60613,2025-12-25,PO-40657,GRN-50665,V-1001,Polycab India,Electrical,2956.26,532.13,3488.39,2026-01-24,Paid,2026-01-31,DEP-05,PRJ-105
INV-60614,2026-01-25,PO-40658,GRN-50666,V-1021,ACC Limited,Road Construction Materials,48278.83,8690.19,56969.02,2026-02-24,Paid,2026-02-28,DEP-02,PRJ-102
INV-60615,2026-02-02,PO-40658,GRN-50667,V-1021,ACC Limited,Road Construction Materials,48278.83,8690.19,56969.02,2026-03-04,Paid,2026-02-26,DEP-02,PRJ-102
INV-60616,2026-05-06,PO-40659,GRN-50668,V-1035,Premier Energies,Solar Panels,2965.85,533.85,3499.7,2026-05-21,Overdue,,DEP-01,PRJ-101
INV-60617,2026-04-30,PO-40660,GRN-50669,V-1055,CERA Sanitaryware,Plumbing Materials,30131.15,5423.61,35554.76,2026-05-30,Paid,2026-06-01,DEP-04,PRJ-104
INV-60618,2026-02-11,PO-40661,GRN-50670,V-1028,Birla Corporation,Road Construction Materials,20460.85,3682.95,24143.8,2026-04-12,Paid,2026-04-08,DEP-01,PRJ-101
INV-60619,2026-02-08,PO-40664,GRN-50671,V-1035,Premier Energies,Solar Panels,20840.97,3751.37,24592.34,2026-02-23,Paid,2026-03-03,DEP-03,PRJ-103
INV-60620,2026-08-04,PO-40665,GRN-50672,V-1027,JSW Steel,Road Construction Materials,20752.21,3735.4,24487.61,2026-09-03,Paid,2026-09-06,DEP-01,PRJ-101
INV-60621,2026-05-30,PO-40666,GRN-50673,V-1029,L&T Construction Materials,Road Construction Materials,78165.04,14069.71,92234.75,2026-06-29,Paid,2026-06-24,DEP-03,PRJ-103
INV-60622,2026-02-24,PO-40667,GRN-50674,V-1026,Tata Steel,Road Construction Materials,5106.64,919.2,6025.84,2026-04-25,Paid,2026-04-16,DEP-04,PRJ-104
INV-60623,2026-08-06,PO-40668,GRN-50675,V-1025,Dalmia Bharat Cement,Road Construction Materials,38681.64,6962.7,45644.34,2026-10-05,Paid,2026-10-07,DEP-03,PRJ-103
INV-60624,2026-08-06,PO-40669,GRN-50676,V-1022,Ambuja Cements,Road Construction Materials,4952.1,891.38,5843.48,2026-08-21,Overdue,,DEP-02,PRJ-102
INV-60625,2026-05-30,PO-40670,GRN-50677,V-1028,Birla Corporation,Road Construction Materials,3461015.54,622982.8,4083998.34,2026-07-29,Paid,2026-07-25,DEP-01,PRJ-101
INV-60626,2026-01-20,PO-40671,GRN-50678,V-1002,Finolex Cables,Electrical,1739.77,313.16,2052.93,2026-02-19,Paid,2026-03-04,DEP-01,PRJ-101
INV-60627,2026-07-21,PO-40672,GRN-50679,V-1009,Orient Electric,Electrical,19852.25,3573.4,23425.65,2026-08-05,Paid,2026-08-13,DEP-05,PRJ-105
INV-60628,2026-08-03,PO-40672,GRN-50680,V-1009,Orient Electric,Electrical,21270.27,3828.65,25098.92,2026-08-18,Paid,2026-08-24,DEP-05,PRJ-105
INV-60629,2025-11-22,PO-40673,GRN-50681,V-1056,Jaquar Group,Plumbing Materials,317117.43,57081.14,374198.57,2025-12-07,Paid,2025-12-12,DEP-03,PRJ-103
INV-60630,2026-07-30,PO-40674,GRN-50682,V-1044,Okaya Power,Batteries,205010.05,36901.81,241911.86,2026-08-14,Paid,2026-08-11,DEP-03,PRJ-103
INV-60631,2025-10-19,PO-40675,GRN-50683,V-1040,Exide Industries,Batteries,215688.97,38824.01,254512.98,2025-12-03,Paid,2025-11-26,DEP-03,PRJ-103
INV-60632,2025-10-25,PO-40676,GRN-50684,V-1044,Okaya Power,Batteries,24150.45,4347.08,28497.53,2025-11-09,Paid,2025-11-09,DEP-04,PRJ-104
INV-60633,2026-05-06,PO-40677,GRN-50685,V-1001,Polycab India,Electrical,29351.09,5283.2,34634.29,2026-06-05,Paid,2026-06-09,DEP-01,PRJ-101
INV-60634,2026-02-24,PO-40678,GRN-50686,V-1033,Vikram Solar,Solar Panels,46061.47,8291.06,54352.53,2026-03-26,Paid,2026-03-25,DEP-01,PRJ-101
INV-60635,2026-03-02,PO-40678,GRN-50687,V-1033,Vikram Solar,Solar Panels,48940.31,8809.26,57749.57,2026-04-01,Paid,2026-04-01,DEP-01,PRJ-101
INV-60636,2026-02-28,PO-40679,GRN-50688,V-1045,HBL Power Systems,Batteries,182686.66,32883.6,215570.26,2026-04-14,Paid,2026-04-24,DEP-03,PRJ-103
INV-60637,2026-03-05,PO-40679,GRN-50689,V-1045,HBL Power Systems,Batteries,182686.66,32883.6,215570.26,2026-04-19,Overdue,,DEP-03,PRJ-103
INV-60638,2026-03-13,PO-40681,GRN-50691,V-1056,Jaquar Group,Plumbing Materials,3252.18,585.39,3837.57,2026-03-28,Paid,2026-03-27,DEP-06,PRJ-106
INV-60639,2025-09-17,PO-40682,GRN-50692,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,1320.45,237.68,1558.13,2025-10-02,Paid,2025-10-03,DEP-06,PRJ-106
INV-60640,2025-10-20,PO-40683,GRN-50693,V-1010,Century Plyboards,Carpentry,18817.9,3387.22,22205.12,2025-12-04,Paid,2025-12-04,DEP-02,PRJ-102
INV-60641,2026-06-16,PO-40684,GRN-50694,V-1031,Waaree Energies,Solar Panels,195992.52,35278.65,231271.17,2026-07-16,Paid,2026-07-16,DEP-01,PRJ-101
INV-60642,2025-11-15,PO-40685,GRN-50695,V-1025,Dalmia Bharat Cement,Road Construction Materials,3181.71,572.71,3754.42,2026-01-14,Paid,2026-01-11,DEP-01,PRJ-101
INV-60643,2025-09-25,PO-40686,GRN-50696,V-1006,Legrand India,Electrical,104494.52,18809.01,123303.53,2025-11-09,Paid,2025-11-11,DEP-06,PRJ-106
INV-60644,2025-12-06,PO-40687,GRN-50697,V-1022,Ambuja Cements,Road Construction Materials,757123.55,136282.24,893405.79,2025-12-21,Paid,2025-12-25,DEP-05,PRJ-105
INV-60645,2025-09-26,PO-40688,GRN-50698,V-1027,JSW Steel,Road Construction Materials,542149.93,97586.99,639736.92,2025-10-26,Paid,2025-11-02,DEP-04,PRJ-104
INV-60646,2025-11-28,PO-40689,GRN-50699,V-1058,Kajaria Ceramics,Plumbing Materials,878.95,158.21,1037.16,2026-01-27,Paid,2026-02-04,DEP-02,PRJ-102
INV-60647,2026-04-07,PO-40690,GRN-50700,V-1004,V-Guard Industries,Electrical,1859.71,334.75,2194.46,2026-05-07,Paid,2026-04-27,DEP-02,PRJ-102
INV-60648,2025-12-19,PO-40691,GRN-50701,V-1022,Ambuja Cements,Road Construction Materials,746822.63,134428.07,881250.7,2026-01-03,Paid,2026-01-08,DEP-04,PRJ-104
INV-60649,2025-12-19,PO-40691,GRN-50702,V-1022,Ambuja Cements,Road Construction Materials,746822.63,134428.07,881250.7,2026-01-03,Paid,2026-01-08,DEP-04,PRJ-104
INV-60650,2026-01-01,PO-40692,GRN-50703,V-1043,Su-Kam Power Systems,Batteries,55901.47,10062.26,65963.73,2026-01-16,Paid,2026-01-16,DEP-03,PRJ-103
INV-60651,2026-07-23,PO-40693,GRN-50704,V-1040,Exide Industries,Batteries,223719.33,40269.48,263988.81,2026-09-06,Paid,2026-09-16,DEP-04,PRJ-104
INV-60652,2026-06-19,PO-40694,GRN-50705,V-1049,Exicom Power Solutions,Batteries,405983.2,73076.98,479060.18,2026-07-19,Paid,2026-07-28,DEP-03,PRJ-103
INV-60653,2026-02-10,PO-40696,GRN-50706,V-1032,Adani Solar,Solar Panels,25461.69,4583.1,30044.79,2026-04-11,Paid,2026-04-07,DEP-03,PRJ-103
INV-60654,2026-08-22,PO-40697,GRN-50707,V-1047,Panasonic Energy India,Batteries,54543.3,9817.79,64361.09,2026-09-06,Paid,2026-09-10,DEP-01,PRJ-101
INV-60655,2026-04-06,PO-40698,GRN-50708,V-1058,Kajaria Ceramics,Plumbing Materials,51698.44,9305.72,61004.16,2026-06-05,Paid,2026-06-10,DEP-01,PRJ-101
INV-60656,2025-11-11,PO-40699,GRN-50709,V-1021,ACC Limited,Road Construction Materials,42021.94,7563.95,49585.89,2025-12-11,Paid,2025-12-11,DEP-04,PRJ-104
INV-60657,2026-08-10,PO-40700,GRN-50710,V-1012,Kitply Industries,Carpentry,2423.72,436.27,2859.99,2026-08-25,Paid,2026-08-22,DEP-04,PRJ-104
INV-60658,2026-07-28,PO-40701,GRN-50711,V-1007,Schneider Electric India,Electrical,641.8,115.52,757.32,2026-08-27,Paid,2026-09-06,DEP-02,PRJ-102
INV-60659,2026-08-07,PO-40701,GRN-50712,V-1007,Schneider Electric India,Electrical,700.14,126.03,826.17,2026-09-06,Paid,2026-09-04,DEP-02,PRJ-102
INV-60660,2026-04-06,PO-40702,GRN-50713,V-1058,Kajaria Ceramics,Plumbing Materials,1652.16,297.39,1949.55,2026-06-05,Paid,2026-06-02,DEP-06,PRJ-106
INV-60661,2025-12-19,PO-40703,GRN-50714,V-1044,Okaya Power,Batteries,103493.72,18628.87,122122.59,2026-01-03,Paid,2026-01-09,DEP-05,PRJ-105
INV-60662,2026-07-16,PO-40704,GRN-50715,V-1046,Livguard Energy,Batteries,101837.22,18330.7,120167.92,2026-07-31,Paid,2026-07-31,DEP-06,PRJ-106
INV-60663,2026-06-23,PO-40705,GRN-50716,V-1032,Adani Solar,Solar Panels,3696.48,665.37,4361.85,2026-08-22,Paid,2026-08-23,DEP-05,PRJ-105
INV-60664,2025-12-17,PO-40706,GRN-50717,V-1012,Kitply Industries,Carpentry,12384.02,2229.12,14613.14,2026-01-01,Paid,2025-12-30,DEP-02,PRJ-102
INV-60665,2026-06-22,PO-40707,GRN-50718,V-1018,Ebco Private Ltd,Carpentry,21015.44,3782.78,24798.22,2026-08-06,Paid,2026-08-14,DEP-01,PRJ-101
INV-60666,2025-10-17,PO-40708,GRN-50719,V-1029,L&T Construction Materials,Road Construction Materials,38745.03,6974.11,45719.14,2025-11-16,Paid,2025-11-03,DEP-01,PRJ-101
INV-60667,2026-01-05,PO-40710,GRN-50720,V-1006,Legrand India,Electrical,6531.49,1175.67,7707.16,2026-02-19,Paid,2026-02-16,DEP-04,PRJ-104
INV-60668,2026-08-18,PO-40711,GRN-50721,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,7666.71,1380.01,9046.72,2026-09-02,Paid,2026-09-08,DEP-04,PRJ-104
INV-60669,2026-02-20,PO-40712,GRN-50722,V-1051,Supreme Industries,Plumbing Materials,45109.24,8119.66,53228.9,2026-03-22,Paid,2026-03-22,DEP-02,PRJ-102
INV-60670,2025-11-24,PO-40713,GRN-50723,V-1008,KEI Industries,Electrical,56955.42,10251.98,67207.4,2025-12-24,Paid,2025-12-26,DEP-05,PRJ-105
INV-60671,2026-08-04,PO-40715,GRN-50724,V-1024,JK Cement,Road Construction Materials,1442333.17,259619.97,1701953.14,2026-09-03,Paid,2026-09-03,DEP-04,PRJ-104
INV-60672,2026-01-29,PO-40716,GRN-50725,V-1027,JSW Steel,Road Construction Materials,38484.58,6927.22,45411.8,2026-02-28,Paid,2026-02-28,DEP-02,PRJ-102
INV-60673,2026-07-20,PO-40717,GRN-50726,V-1048,Base Corporation,Batteries,84968.38,15294.31,100262.69,2026-08-19,Paid,2026-08-26,DEP-03,PRJ-103
INV-60674,2025-11-17,PO-40718,GRN-50727,V-1022,Ambuja Cements,Road Construction Materials,122444.2,22039.96,144484.16,2025-12-02,Paid,2025-12-05,DEP-05,PRJ-105
INV-60675,2026-02-28,PO-40719,GRN-50728,V-1050,Astral Pipes,Plumbing Materials,14940.6,2689.31,17629.91,2026-04-29,Paid,2026-04-25,DEP-04,PRJ-104
INV-60676,2025-12-04,PO-40720,GRN-50729,V-1011,Greenply Industries,Carpentry,25946.8,4670.42,30617.22,2026-02-02,Paid,2026-02-14,DEP-02,PRJ-102
INV-60677,2026-03-28,PO-40721,GRN-50730,V-1000,Havells India,Electrical,60626.55,10912.78,71539.33,2026-04-12,Paid,2026-04-18,DEP-02,PRJ-102
INV-60678,2025-11-03,PO-40722,GRN-50731,V-1044,Okaya Power,Batteries,223335.46,40200.38,263535.84,2025-11-18,Paid,2025-11-26,DEP-04,PRJ-104
INV-60679,2025-12-06,PO-40723,GRN-50732,V-1006,Legrand India,Electrical,609.55,109.72,719.27,2026-01-20,Paid,2026-01-14,DEP-03,PRJ-103
INV-60680,2026-02-21,PO-40724,GRN-50733,V-1018,Ebco Private Ltd,Carpentry,6640.43,1195.28,7835.71,2026-04-07,Paid,2026-04-11,DEP-01,PRJ-101
INV-60681,2026-03-03,PO-40724,GRN-50734,V-1018,Ebco Private Ltd,Carpentry,6640.43,1195.28,7835.71,2026-04-17,Paid,2026-04-20,DEP-01,PRJ-101
INV-60682,2026-05-09,PO-40725,GRN-50735,V-1022,Ambuja Cements,Road Construction Materials,5604.14,1008.75,6612.89,2026-05-24,Pending,,DEP-03,PRJ-103
INV-60683,2025-10-03,PO-40726,GRN-50736,V-1011,Greenply Industries,Carpentry,100092.81,18016.71,118109.52,2025-12-02,Paid,2025-11-30,DEP-06,PRJ-106
INV-60684,2026-07-27,PO-40727,GRN-50737,V-1059,Roto Pumps,Plumbing Materials,3770.67,678.72,4449.39,2026-08-26,Paid,2026-09-01,DEP-05,PRJ-105
INV-60685,2026-01-24,PO-40728,GRN-50739,V-1034,Goldi Solar,Solar Panels,73235.58,13182.4,86417.98,2026-02-23,Paid,2026-02-23,DEP-01,PRJ-101
INV-60686,2025-12-26,PO-40729,GRN-50740,V-1000,Havells India,Electrical,39259.14,7066.65,46325.79,2026-01-10,Paid,2026-01-17,DEP-03,PRJ-103
INV-60687,2026-02-22,PO-40730,GRN-50741,V-1020,UltraTech Cement,Road Construction Materials,57443.78,10339.88,67783.66,2026-03-24,Paid,2026-03-27,DEP-02,PRJ-102
INV-60688,2026-05-30,PO-40731,GRN-50742,V-1026,Tata Steel,Road Construction Materials,2201037.97,396186.83,2597224.8,2026-07-29,Paid,2026-08-12,DEP-05,PRJ-105
INV-60689,2026-07-12,PO-40734,GRN-50745,V-1008,KEI Industries,Electrical,50943.45,9169.82,60113.27,2026-08-11,Paid,2026-08-28,DEP-04,PRJ-104
INV-60690,2025-12-07,PO-40735,GRN-50746,V-1006,Legrand India,Electrical,74484.85,13407.27,87892.12,2026-01-21,Paid,2026-01-26,DEP-01,PRJ-101
INV-60691,2026-06-09,PO-40736,GRN-50747,V-1005,Crompton Greaves Consumer,Electrical,9819.61,1767.53,11587.14,2026-07-09,Paid,2026-07-05,DEP-06,PRJ-106
INV-60692,2026-06-27,PO-40737,GRN-50748,V-1046,Livguard Energy,Batteries,84139.42,15145.1,99284.52,2026-07-12,Paid,2026-07-14,DEP-01,PRJ-101
INV-60693,2026-02-07,PO-40738,GRN-50749,V-1022,Ambuja Cements,Road Construction Materials,1452072.28,261373.01,1713445.29,2026-02-22,Paid,2026-03-08,DEP-03,PRJ-103
INV-60694,2025-09-28,PO-40739,GRN-50750,V-1033,Vikram Solar,Solar Panels,177180.54,31892.5,209073.04,2025-10-28,Paid,2025-10-20,DEP-06,PRJ-106
INV-60695,2026-07-18,PO-40740,GRN-50751,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,321287.29,57831.71,379119.0,2026-08-02,Paid,2026-08-12,DEP-04,PRJ-104
INV-60696,2025-11-23,PO-40741,GRN-50752,V-1036,Emmvee Solar,Solar Panels,32570.33,5862.66,38432.99,2026-01-07,Paid,2026-01-04,DEP-06,PRJ-106
INV-60697,2025-12-03,PO-40742,GRN-50753,V-1026,Tata Steel,Road Construction Materials,774695.49,139445.19,914140.68,2026-02-01,Paid,2026-01-19,DEP-01,PRJ-101
INV-60698,2025-10-21,PO-40743,GRN-50754,V-1024,JK Cement,Road Construction Materials,20914.33,3764.58,24678.91,2025-11-20,Paid,2025-11-29,DEP-01,PRJ-101
INV-60699,2025-09-29,PO-40744,GRN-50755,V-1022,Ambuja Cements,Road Construction Materials,12107.37,2179.33,14286.7,2025-10-14,Paid,2025-10-19,DEP-02,PRJ-102
INV-60700,2026-01-31,PO-40745,GRN-50756,V-1009,Orient Electric,Electrical,22721.48,4089.87,26811.35,2026-02-15,Paid,2026-02-12,DEP-01,PRJ-101
INV-60701,2025-11-18,PO-40746,GRN-50757,V-1029,L&T Construction Materials,Road Construction Materials,13626.07,2452.69,16078.76,2025-12-18,Overdue,,DEP-01,PRJ-101
INV-60702,2026-06-02,PO-40747,GRN-50758,V-1041,Amara Raja Batteries (Amaron),Batteries,4694.51,845.01,5539.52,2026-07-02,Paid,2026-07-06,DEP-01,PRJ-101
INV-60703,2026-06-03,PO-40747,GRN-50759,V-1041,Amara Raja Batteries (Amaron),Batteries,5281.32,950.64,6231.96,2026-07-03,Paid,2026-07-07,DEP-01,PRJ-101
INV-60704,2026-02-12,PO-40749,GRN-50761,V-1007,Schneider Electric India,Electrical,216.25,38.92,255.17,2026-03-14,Paid,2026-03-19,DEP-02,PRJ-102
INV-60705,2025-10-07,PO-40750,GRN-50762,V-1042,Luminous Power Technologies,Batteries,85740.46,15433.28,101173.74,2025-11-06,Paid,2025-11-07,DEP-03,PRJ-103
INV-60706,2025-12-06,PO-40751,GRN-50763,V-1040,Exide Industries,Batteries,142550.02,25659.0,168209.02,2026-01-20,Paid,2026-01-16,DEP-03,PRJ-103
INV-60707,2026-02-02,PO-40752,GRN-50764,V-1039,Loom Solar,Solar Panels,5319644.82,957536.07,6277180.89,2026-03-04,Paid,2026-03-05,DEP-02,PRJ-102
INV-60708,2025-12-25,PO-40753,GRN-50765,V-1031,Waaree Energies,Solar Panels,271114.46,48800.6,319915.06,2026-01-24,Paid,2026-02-06,DEP-03,PRJ-103
INV-60709,2026-06-21,PO-40754,GRN-50766,V-1048,Base Corporation,Batteries,296488.84,53367.99,349856.83,2026-07-21,Paid,2026-07-22,DEP-06,PRJ-106
INV-60710,2025-12-30,PO-40755,GRN-50767,V-1009,Orient Electric,Electrical,8542.37,1537.63,10080.0,2026-01-14,Overdue,,DEP-02,PRJ-102
INV-60711,2025-10-02,PO-40756,GRN-50768,V-1002,Finolex Cables,Electrical,16036.55,2886.58,18923.13,2025-11-01,Paid,2025-11-01,DEP-01,PRJ-101
INV-60712,2025-12-05,PO-40757,GRN-50769,V-1044,Okaya Power,Batteries,229295.67,41273.22,270568.89,2025-12-20,Pending,,DEP-01,PRJ-101
INV-60713,2026-05-26,PO-40758,GRN-50770,V-1007,Schneider Electric India,Electrical,44366.64,7986.0,52352.64,2026-06-25,Paid,2026-06-26,DEP-02,PRJ-102
INV-60714,2025-12-01,PO-40759,GRN-50771,V-1038,Websol Energy System,Solar Panels,90224.47,16240.4,106464.87,2026-01-15,Paid,2026-01-07,DEP-06,PRJ-106
INV-60715,2026-04-23,PO-40760,GRN-50772,V-1035,Premier Energies,Solar Panels,284452.19,51201.39,335653.58,2026-05-08,Paid,2026-05-10,DEP-01,PRJ-101
INV-60716,2025-09-20,PO-40761,GRN-50773,V-1057,Hindware Homes,Plumbing Materials,338994.01,61018.92,400012.93,2025-11-04,Paid,2025-11-13,DEP-01,PRJ-101
INV-60717,2026-04-21,PO-40762,GRN-50774,V-1004,V-Guard Industries,Electrical,1599.88,287.98,1887.86,2026-05-21,Paid,2026-05-21,DEP-06,PRJ-106
INV-60718,2026-01-29,PO-40763,GRN-50775,V-1016,Merino Laminates,Carpentry,4526.28,814.73,5341.01,2026-02-13,Paid,2026-02-12,DEP-04,PRJ-104
INV-60719,2026-05-10,PO-40764,GRN-50777,V-1008,KEI Industries,Electrical,12052.8,2169.5,14222.3,2026-06-09,Paid,2026-05-30,DEP-06,PRJ-106
INV-60720,2026-03-16,PO-40765,GRN-50778,V-1023,Shree Cement,Road Construction Materials,14476.24,2605.72,17081.96,2026-04-30,Paid,2026-04-26,DEP-02,PRJ-102
INV-60721,2025-11-02,PO-40766,GRN-50779,V-1049,Exicom Power Solutions,Batteries,2786869.59,501636.53,3288506.12,2025-12-02,Paid,2025-11-30,DEP-02,PRJ-102
INV-60722,2026-04-25,PO-40768,GRN-50781,V-1036,Emmvee Solar,Solar Panels,4540.37,817.27,5357.64,2026-06-09,Pending,,DEP-01,PRJ-101
INV-60723,2026-04-02,PO-40769,GRN-50782,V-1031,Waaree Energies,Solar Panels,84824.63,15268.43,100093.06,2026-05-02,Paid,2026-04-24,DEP-05,PRJ-105
INV-60724,2025-11-28,PO-40771,GRN-50784,V-1045,HBL Power Systems,Batteries,28405.81,5113.05,33518.86,2026-01-12,Paid,2026-01-14,DEP-06,PRJ-106
INV-60725,2026-03-15,PO-40772,GRN-50786,V-1037,RenewSys India,Solar Panels,194448.88,35000.8,229449.68,2026-04-29,Paid,2026-05-04,DEP-01,PRJ-101
INV-60726,2025-11-16,PO-40774,GRN-50787,V-1043,Su-Kam Power Systems,Batteries,507968.37,91434.31,599402.68,2025-12-01,Paid,2025-12-04,DEP-03,PRJ-103
INV-60727,2026-07-23,PO-40776,GRN-50789,V-1056,Jaquar Group,Plumbing Materials,45389.01,8170.02,53559.03,2026-08-07,Paid,2026-07-30,DEP-06,PRJ-106
INV-60728,2026-08-01,PO-40776,GRN-50790,V-1056,Jaquar Group,Plumbing Materials,45389.01,8170.02,53559.03,2026-08-16,Pending,,DEP-06,PRJ-106
INV-60729,2025-12-17,PO-40777,GRN-50791,V-1058,Kajaria Ceramics,Plumbing Materials,3589.39,646.09,4235.48,2026-02-15,Paid,2026-02-15,DEP-02,PRJ-102
INV-60730,2026-01-01,PO-40778,GRN-50792,V-1039,Loom Solar,Solar Panels,3387055.62,609670.01,3996725.63,2026-01-31,Paid,2026-02-04,DEP-01,PRJ-101
INV-60731,2025-12-12,PO-40779,GRN-50793,V-1052,Finolex Pipes,Plumbing Materials,3356.25,604.12,3960.37,2026-01-26,Paid,2026-01-31,DEP-03,PRJ-103
INV-60732,2026-01-15,PO-40780,GRN-50794,V-1022,Ambuja Cements,Road Construction Materials,828567.16,149142.09,977709.25,2026-01-30,Paid,2026-02-12,DEP-04,PRJ-104
INV-60733,2026-05-25,PO-40781,GRN-50795,V-1013,Archidply Industries,Carpentry,4624.46,832.4,5456.86,2026-06-24,Paid,2026-06-24,DEP-02,PRJ-102
INV-60734,2025-11-06,PO-40782,GRN-50796,V-1031,Waaree Energies,Solar Panels,141877.83,25538.01,167415.84,2025-12-06,Paid,2025-12-12,DEP-04,PRJ-104
INV-60735,2026-07-06,PO-40783,GRN-50797,V-1044,Okaya Power,Batteries,75970.1,13674.62,89644.72,2026-07-21,Overdue,,DEP-04,PRJ-104
INV-60736,2026-07-12,PO-40783,GRN-50798,V-1044,Okaya Power,Batteries,85466.37,15383.95,100850.32,2026-07-27,Paid,2026-07-27,DEP-04,PRJ-104
INV-60737,2025-12-31,PO-40784,GRN-50799,V-1052,Finolex Pipes,Plumbing Materials,2456.94,442.25,2899.19,2026-02-14,Paid,2026-02-25,DEP-01,PRJ-101
INV-60738,2026-04-10,PO-40785,GRN-50800,V-1035,Premier Energies,Solar Panels,117597.31,21167.52,138764.83,2026-04-25,Overdue,,DEP-01,PRJ-101
INV-60739,2025-12-17,PO-40786,GRN-50801,V-1011,Greenply Industries,Carpentry,51956.28,9352.13,61308.41,2026-02-15,Paid,2026-02-11,DEP-03,PRJ-103
INV-60740,2026-06-13,PO-40787,GRN-50802,V-1057,Hindware Homes,Plumbing Materials,97458.3,17542.49,115000.79,2026-07-28,Paid,2026-07-20,DEP-01,PRJ-101
INV-60741,2026-06-14,PO-40788,GRN-50803,V-1017,Hettich India,Carpentry,32610.96,5869.97,38480.93,2026-07-29,Paid,2026-08-08,DEP-05,PRJ-105
INV-60742,2026-01-19,PO-40789,GRN-50804,V-1000,Havells India,Electrical,2229.82,401.37,2631.19,2026-02-03,Overdue,,DEP-06,PRJ-106
INV-60743,2026-01-18,PO-40791,GRN-50806,V-1032,Adani Solar,Solar Panels,84361.14,15185.01,99546.15,2026-03-19,Paid,2026-04-01,DEP-05,PRJ-105
INV-60744,2026-08-05,PO-40792,GRN-50807,V-1031,Waaree Energies,Solar Panels,152801.45,27504.26,180305.71,2026-09-04,Paid,2026-08-29,DEP-03,PRJ-103
INV-60745,2026-04-18,PO-40793,GRN-50808,V-1019,Sarvottam Plywood,Carpentry,8976.86,1615.83,10592.69,2026-05-03,Paid,2026-04-30,DEP-02,PRJ-102
INV-60746,2025-12-13,PO-40794,GRN-50809,V-1022,Ambuja Cements,Road Construction Materials,5375.83,967.65,6343.48,2025-12-28,Paid,2026-01-01,DEP-05,PRJ-105
INV-60747,2026-03-28,PO-40795,GRN-50810,V-1036,Emmvee Solar,Solar Panels,52329.7,9419.35,61749.05,2026-05-12,Paid,2026-05-03,DEP-04,PRJ-104
INV-60748,2026-02-07,PO-40796,GRN-50811,V-1022,Ambuja Cements,Road Construction Materials,101249.71,18224.95,119474.66,2026-02-22,Paid,2026-02-19,DEP-06,PRJ-106
INV-60749,2026-01-23,PO-40798,GRN-50812,V-1058,Kajaria Ceramics,Plumbing Materials,2945.96,530.27,3476.23,2026-03-24,Overdue,,DEP-04,PRJ-104
INV-60750,2026-02-11,PO-40799,GRN-50813,V-1038,Websol Energy System,Solar Panels,3740.3,673.25,4413.55,2026-03-28,Paid,2026-03-21,DEP-01,PRJ-101
INV-60751,2026-02-18,PO-40799,GRN-50814,V-1038,Websol Energy System,Solar Panels,4488.36,807.9,5296.26,2026-04-04,Paid,2026-04-05,DEP-01,PRJ-101
INV-60752,2026-08-20,PO-40801,GRN-50816,V-1052,Finolex Pipes,Plumbing Materials,3928.86,707.19,4636.05,2026-10-04,Paid,2026-10-08,DEP-03,PRJ-103
INV-60753,2025-12-07,PO-40802,GRN-50817,V-1002,Finolex Cables,Electrical,842.63,151.67,994.3,2026-01-06,Paid,2026-01-08,DEP-04,PRJ-104
INV-60754,2025-12-12,PO-40802,GRN-50818,V-1002,Finolex Cables,Electrical,842.63,151.67,994.3,2026-01-11,Paid,2026-01-17,DEP-04,PRJ-104
